CODGEO;LIBGEO;POP_MUN;POP_COM_QP;POP_COM;LIB_COM;TX_F;TX_TOT_0A24;TX_F_0A24;TX_TOT_60ETPLUS;TX_F_60ETPLUS;IND_JEUNE;TX_TOT_MEN1;TX_TOT_MEN6;TX_TOT_ET;TX_F_ET;A;PERCOU;AM;AI;ACSSENF;ACAVENF;AC3ENF;A_NETUD_24;A_ETUD;ENF;ENF_2;ENF_3_5;ENF_6_10;ENF_11_14;ENF_15_17;ENF_18_24;NOTE_CNAF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP006011;Les Sagnes;1 281;38 218;342 295;Nice;53,7;40,7;39,9;17,0;19,8;1,9;33,6;;33;32,2;242;603;48;101;14;79;31;14;;267;50;43;73;44;26;31;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP006012;Centre;3 859;38 218;342 295;Nice;52,0;29,6;27,0;25,9;30,7;0,8;51,7;;23,3;21,7;1 252;2 373;186;761;69;236;69;76;138;818;150;144;226;131;77;90;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP006013;Paillon;11 919;38 218;342 295;Nice;51,4;40,3;38,5;17,1;18,7;1,9;35,1;5,2;20,2;18,8;4 131;9 899;973;1 820;294;1 044;432;299;78;4 418;683;699;1 105;864;532;535;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP006014;Ariane - Le Manoir;10 217;38 755;347 702;Nice, Saint-André-de-la-Roche;51,4;44,4;43,3;15,9;14,8;2,3;20,8;14,2;32,6;31,4;3 004;8 663;641;1 001;234;1 128;527;143;9;4 276;721;729;1 096;779;526;425;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP006015;Palais Des Expositions;1 731;38 218;342 295;Nice;53,0;37,0;37,7;13,8;;2,2;36,4;;23,6;23,8;436;942;88;220;28;100;29;23;61;379;59;63;104;68;56;29;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP006016;Centre;1 958;1 958;19 052;Vence;49,2;30,3;26,0;24,1;28,6;1,0;48,4;;15,5;14,8;518;1 087;104;245;46;123;32;24;7;407;65;58;96;85;61;42;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP007001;Le Contrat Ville Des Quartiers D’Avenir D’Aubenas;1 776;1 776;11 803;Aubenas;54,0;37,6;32,3;21,0;23,9;1,4;46,5;;19,9;21,1;659;1 364;111;356;62;130;49;50;25;516;83;80;150;110;57;36;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP007002;Coeur De Ville;1 178;2 302;8 292;Le Teil;53,4;31,5;29,4;24,0;28,1;0,9;49,2;1,6;11,8;8,9;376;782;83;191;24;78;27;43;;311;42;48;80;74;44;23;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP007003;Sud Avenir;1 124;2 302;8 292;Le Teil;52,3;35,5;33,4;21,2;21,9;1,4;35,8;3,3;19,6;20;330;793;60;144;31;95;45;14;;336;45;60;91;67;51;22;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP007004;Les Hauts De Ville;1 822;1 822;16 075;Annonay;49,7;41,3;39,5;13,9;16,4;2,3;43,5;;20;20,7;796;1 753;134;417;59;186;74;85;35;711;131;108;193;129;86;64;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP007005;Nouvel Horizon;1 249;1 249;8 305;Privas;56,4;33,9;29,8;26,7;31,7;1,0;54,5;4,3;17,3;16,6;421;848;74;257;27;63;32;35;12;341;48;63;94;52;54;30;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP008001;Manchester;2 450;13 773;48 991;Charleville-Mézières;51,3;36,5;32,6;19,7;22,8;1,4;44,6;;10,2;8,7;814;1 660;171;415;76;152;46;59;;613;108;87;145;110;85;78;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP008002;Ronde Couture;7 463;13 773;48 991;Charleville-Mézières;50,5;41,1;36,5;15,2;16,1;2,3;32,4;5,3;18,7;17,5;2 071;4 828;413;924;200;534;221;120;;2 017;335;341;501;349;248;243;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP008003;La Houillère;2 020;13 773;48 991;Charleville-Mézières;51,3;35,0;30,9;18,2;21,7;1,6;47,4;2,6;11,9;11,1;781;1 545;155;418;67;141;40;46;6;546;83;87;138;97;75;66;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP008004;La Couronne;1 840;13 773;48 991;Charleville-Mézières;39,6;36,2;33,0;17,7;25,1;1,1;53,4;;;;552;1 124;118;283;50;101;34;50;;421;73;80;94;67;52;55;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP008005;Torcy Cités;1 247;7 387;18 134;Sedan;44,3;40,4;;;;;26,7;;19,3;20,8;328;836;57;121;43;107;43;16;;356;47;40;85;77;57;50;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP008006;Torcy Centre;1 113;7 387;18 134;Sedan;52,8;34,3;33,9;20,4;22,4;1,2;47,8;;;;361;687;73;206;27;55;16;35;;244;40;41;56;51;30;26;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP008007;Le Lac - Centre Ancien;5 027;7 387;18 134;Sedan;52,7;38,0;35,8;14,1;16,1;2,0;48,3;2,7;6,6;5,6;1 834;3 555;385;1 016;149;284;83;160;21;1 280;199;173;302;250;179;177;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP008008;Coeur De Vie;1 287;1 287;7 730;Rethel;53,8;35,4;34,6;19,9;23,8;1,4;46,1;1,9;1,5;1,3;392;815;85;196;31;80;27;44;;311;62;39;80;58;35;37;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP009001;Coeur De Ville;1 177;1 177;6 289;Saint-Girons;56,6;24,9;22,3;34,4;42,6;0,5;69,7;0,5;6,3;4,6;438;620;51;340;19;28;7;69;10;137;21;27;27;24;25;13;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP009002;Centre Ancien;1 236;1 236;9 731;Foix;52,3;33,5;36,0;19,3;24,0;0,9;66,5;0,3;10,8;10,4;636;849;75;496;36;29;5;99;90;157;30;30;32;25;24;16;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP009003;Centre Ancien - La Gloriette;4 291;4 291;15 744;Pamiers;52,5;34,3;32,6;21,1;24,0;1,2;57,3;;11,5;11;1 562;2 773;336;954;84;188;49;199;70;942;180;146;231;177;124;84;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP010001;Gare;1 430;12 958;59 671;Troyes;55,5;42,8;38,8;19,2;21,1;1,8;40,9;;11;;427;997;124;201;26;76;36;40;19;467;54;67;126;90;69;61;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP010002;Bords De Seine;2 951;12 958;59 671;Troyes;52,7;37,1;34,8;17,4;21,4;1,5;55,2;;8,6;13,5;1 087;1 914;213;680;53;141;40;93;161;640;116;110;162;110;89;53;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP010003;Chantereigne Montvilliers Beau-Toquat;7 736;20 408;75 492;La Chapelle-Saint-Luc, Les Noës-près-Troyes, Troyes;51,4;41,6;39,5;14,3;14,5;2,3;36,4;4,4;24,4;23,7;2 360;5 518;497;1 087;205;571;241;155;18;2 378;404;375;649;413;284;253;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP010004;Debussy;1 684;1 684;4 867;Pont-Sainte-Marie;52,0;45,7;42,7;9,8;9,9;3,9;25,3;6,4;14,1;15,6;456;1 182;118;169;45;124;60;29;;558;71;93;144;112;81;57;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP010005;Maugout;1 461;1 461;11 770;Saint-André-les-Vergers;57,6;38,9;35,2;20,1;26,6;1,5;43,5;;15,4;13,9;477;1 160;170;181;31;95;35;37;6;561;96;82;170;103;68;42;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP010006;Chartreux;4 020;12 958;59 671;Troyes;52,3;41,3;38,0;18,5;21,8;1,7;44,4;;18,3;16,3;1 564;3 275;377;834;92;261;111;138;154;1 356;271;263;360;217;134;111;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP010007;Jules Guesde;1 695;12 958;59 671;Troyes;55,0;48,0;46,6;;;;35,0;;27,4;24;665;1 406;146;371;37;111;51;49;21;594;111;91;152;101;78;61;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP010008;Sénardes;1 387;12 958;59 671;Troyes;50,3;42,2;45,1;;;;34,7;;16,3;15,6;591;1 265;146;288;50;107;41;42;6;518;97;101;130;80;76;34;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP010009;Point Du Jour;1 189;12 958;59 671;Troyes;49,9;42,6;42,9;14,1;11,3;2,3;34,3;6,8;24,3;23,5;379;947;63;170;40;106;60;23;;420;78;71;110;76;47;38;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP010010;Quartier Des Lumières - Alfred Boucher;1 668;1 668;14 352;Romilly-sur-Seine;52,7;35,9;31,0;22,5;26,4;1,3;43,1;;28,3;26,6;608;1 264;127;298;63;120;39;38;;474;85;80;144;76;52;37;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP011001;Quartier Aude;2 050;2 050;10 166;Limoux;51,2;27,4;25,1;30,6;36,4;0,6;56,1;0,9;12,2;10,5;783;1 243;140;514;58;71;14;90;13;344;64;51;82;65;51;31;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP011002;La Conte - Ozanam;2 060;9 831;46 724;Carcassonne;53,1;41,0;35,5;15,7;18,2;2,1;29,3;;19,1;15,8;806;2 117;181;291;84;250;112;34;;976;122;129;244;201;154;126;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP011003;Le Viguier - Saint-Jacques;1 862;9 831;46 724;Carcassonne;51,9;40,9;36,9;17,6;21,1;2,0;44,7;;30,3;28,9;692;1 504;115;347;73;157;68;54;5;587;89;120;150;94;80;54;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP011004;Bastide Pont-Vieux;3 775;9 831;46 724;Carcassonne;54,5;36,9;34,7;19,8;25,0;1,2;63,8;;9,8;7;1 747;2 631;284;1 245;92;126;17;262;103;675;132;105;148;129;78;83;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP011005;Fleming La Reille;1 050;9 831;46 724;Carcassonne;56,2;39,6;;24,5;31,8;1,2;45,7;;13,3;;326;741;77;146;30;73;28;11;;313;52;50;79;61;37;34;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP011006;Grazailles;1 084;9 831;46 724;Carcassonne;54,3;41,8;39,0;;;;37,6;;12,2;;356;779;114;160;22;60;22;20;;345;33;48;101;60;58;45;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP011007;Narbonne Ouest;4 031;10 384;52 802;Narbonne;52,9;37,6;32,6;17,7;18,6;1,8;35,2;2,7;12,7;12,4;1 127;2 506;246;521;114;246;100;60;;1 015;155;169;251;196;138;106;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP011008;Narbonne Centre;4 661;10 384;52 802;Narbonne;53,4;34,3;33,7;20,2;24,4;1,2;58,6;;7,6;7,5;2 505;4 032;464;1 669;147;225;46;311;157;1 172;208;209;275;210;151;119;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP011009;Narbonne Est;1 692;10 384;52 802;Narbonne;57,6;36,6;30,9;21,2;25,6;1,4;42,2;;7,7;;621;1 286;138;321;37;125;34;41;26;504;78;84;146;81;64;51;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP011010;Centre Ville;2 993;2 993;11 223;Lézignan-Corbières;52,7;33,3;30,0;29,2;33,6;0,9;39,3;2,4;7,2;7,3;847;1 848;193;401;68;185;64;109;;765;150;130;201;123;89;72;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP012001;Quatre Saisons;1 540;1 540;11 604;Onet-le-Château;52,0;35,5;34,5;19,2;20,3;1,5;41,3;3,7;18,4;17,3;398;1 000;73;158;42;125;50;21;;436;76;80;107;77;52;44;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP012002;La Bastide;2 091;2 091;11 909;Villefranche-de-Rouergue;51,2;37,4;37,1;19,4;20,9;1,5;52,8;;14,9;15,1;765;1 412;124;467;55;119;36;105;22;482;69;93;114;102;64;40;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP013001;Florida Parc;945;7 039;33 986;Marignane;50,8;51,2;46,7;;;;28,1;;26,6;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP013002;Quartier Centre Ville;1 080;3 041;13 937;Berre-l'Étang;39,1;28,1;;;;;34,1;;;;254;531;52;132;20;50;21;7;;207;24;37;63;38;25;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP013003;Saint Henri;2 019;5 470;16 883;Marseille 16e  Arrondissement;54,8;38,2;36,4;18,4;17,9;1,7;29,3;;8,6;8,2;576;1 405;135;253;31;157;60;18;;640;76;82;142;125;111;104;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP013004;Notre-Dame;1 226;1 226;19 844;Gardanne;47,7;40,2;;;;;19,6;;;;269;780;90;65;8;106;33;13;;398;51;64;103;95;50;35;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP013005;La Viste;2 887;52 623;80 668;Marseille 15e  Arrondissement;53,5;43,0;39,7;15,0;16,4;2,4;33,0;;13,1;13,1;987;2 564;226;402;77;282;142;38;;1 204;169;201;300;224;153;157;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP013006;Roquecoquille;1 029;2 110;15 780;Châteaurenard;51,0;39,1;32,6;;;;28,7;;17,2;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
